Equipment_ID,Type,Model,Manufacture_Year,Customer_ID,CheckOut_Date,Planned_Return_Date,CheckIn_Date,Rental_Status,Operating_Hours,Idle_Hours,Fuel_Consumed_Liters,Fuel_Efficiency_L_per_hr,Distance_Traveled_km,Load_Cycles,GPS_Location,Maintenance_Flag,Breakdowns,Engine_Temp_Max,Hydraulic_Pressure_Max,Rental_Cost_USD,Overdue_Fine_USD,Total_Bill_USD
EQ0793,Bulldozer,D7R2,2023,CUST121,2025-04-26,2025-05-01,2025-05-02,Overdue,28,12,367.09,13.11,0,0,Site_D,Yes,1,86,343,1855,100,1955
EQ0794,Bulldozer,D8T,2019,CUST429,2025-01-09,2025-01-16,2025-01-14,Closed,72,19,920.9,12.79,0,0,Site_D,No,0,97,330,3633,0,3633
EQ0795,DumpTruck,777G,2023,CUST086,2025-04-02,2025-04-16,2025-04-16,Closed,105,28,1347.35,12.83,469,107,Site_B,No,0,86,333,7602,0,7602
EQ0796,Excavator,320D2,2019,CUST238,2025-04-03,2025-04-09,2025-04-09,Closed,44,9,550.28,12.51,0,0,Site_D,No,0,94,360,3246,0,3246
EQ0797,Loader,950GC,2021,CUST350,2025-03-11,2025-03-22,2025-03-22,Closed,66,24,874.16,13.24,253,86,Site_F,No,2,100,333,4257,0,4257
EQ0798,Loader,966GC,2018,CUST148,2025-03-17,2025-03-24,2025-03-24,Closed,51,9,681.81,13.37,133,125,Site_D,No,1,95,367,3668,0,3668
EQ0799,Excavator,320D2,2022,CUST327,2025-03-29,2025-04-02,2025-04-02,Closed,22,11,266.06,12.09,0,0,Site_C,No,0,93,342,1676,0,1676
EQ0800,Crane,320C,2020,CUST336,2025-03-30,2025-04-09,2025-04-09,Closed,60,19,691.91,11.53,0,0,Site_E,No,0,99,330,5370,0,5370
EQ0801,Loader,950GC,2022,CUST173,2025-03-01,2025-03-14,2025-03-13,Closed,85,27,1024.11,12.05,251,214,Site_F,Yes,1,95,370,4576,0,4576
EQ0802,Excavator,320D2,2018,CUST211,2025-01-18,2025-01-27,2025-01-27,Closed,52,17,645.14,12.41,0,0,Site_A,Yes,1,99,344,3654,0,3654
EQ0803,Crane,330C,2019,CUST018,2025-03-20,2025-03-23,2025-03-23,Closed,19,0,232.24,12.22,0,0,Site_A,Yes,0,86,327,1779,0,1779
EQ0804,Loader,980M,2018,CUST363,2025-04-03,2025-04-09,2025-04-09,Closed,36,17,471.99,13.11,108,39,Site_A,Yes,0,89,348,3108,0,3108
EQ0805,Loader,950GC,2018,CUST357,2025-03-14,2025-03-17,2025-03-16,Closed,24,7,319.6,13.32,91,49,Site_B,No,0,94,359,1557,0,1557
EQ0806,Excavator,323D3,2021,CUST473,2025-03-15,2025-03-27,2025-03-28,Overdue,86,22,1018.33,11.84,0,0,Site_C,No,0,95,332,4692,100,4792
EQ0807,Excavator,336D2,2018,CUST196,2025-04-23,2025-05-02,2025-05-02,Closed,84,27,1025.9,12.21,0,0,Site_D,No,0,86,333,5346,0,5346
EQ0808,Crane,320C,2021,CUST036,2025-02-19,2025-03-04,2025-03-04,Closed,82,21,1018.07,12.42,0,0,Site_D,Yes,0,97,322,6695,0,6695
EQ0809,DumpTruck,773G,2019,CUST277,2025-03-07,2025-03-18,2025-03-18,Closed,76,20,991.93,13.05,229,161,Site_D,Yes,0,88,356,5863,0,5863
EQ0810,Crane,320C,2018,CUST038,2025-04-08,2025-04-20,2025-04-21,Overdue,74,26,972.5,13.14,0,0,Site_A,No,0,99,302,6948,100,7048
EQ0811,DumpTruck,773G,2023,CUST328,2025-02-28,2025-03-12,2025-03-12,Closed,68,24,798.81,11.75,161,147,Site_A,Yes,0,97,334,4656,0,4656
EQ0812,Crane,330C,2022,CUST002,2025-02-28,2025-03-06,2025-03-06,Closed,51,6,653.71,12.82,0,0,Site_E,No,2,100,355,2718,0,2718
EQ0813,Excavator,323D3,2019,CUST002,2025-01-20,2025-01-28,2025-01-28,Closed,61,19,763.69,12.52,0,0,Site_D,No,0,88,368,4712,0,4712
EQ0814,Crane,330C,2023,CUST156,2025-01-12,2025-01-25,2025-01-25,Closed,93,34,1083.91,11.65,0,0,Site_D,Yes,0,87,346,6318,0,6318
EQ0815,Crane,320C,2021,CUST390,2025-01-15,2025-01-21,2025-01-21,Closed,43,14,563.46,13.1,0,0,Site_C,Yes,0,90,370,2160,0,2160
EQ0816,DumpTruck,777G,2019,CUST154,2025-04-30,2025-05-04,2025-05-04,Closed,30,9,355.09,11.84,106,59,Site_F,No,0,88,345,1896,0,1896
EQ0817,Excavator,323D3,2021,CUST377,2025-04-09,2025-04-22,2025-04-22,Closed,84,26,976.57,11.63,0,0,Site_B,Yes,0,86,324,4628,0,4628
EQ0818,Loader,950GC,2021,CUST200,2025-02-08,2025-02-19,2025-02-19,Closed,70,24,922.05,13.17,172,112,Site_A,No,0,100,368,6567,0,6567
EQ0819,DumpTruck,773G,2018,CUST174,2025-01-13,2025-01-20,2025-01-20,Closed,23,12,309.88,13.47,49,29,Site_A,No,0,86,351,2660,0,2660
EQ0820,Bulldozer,D8T,2023,CUST268,2025-04-25,2025-04-28,2025-04-28,Closed,21,12,263.63,12.55,0,0,Site_D,Yes,0,92,309,1077,0,1077
EQ0821,Bulldozer,D7R2,2023,CUST010,2025-04-10,2025-04-24,2025-04-24,Closed,106,19,1263.54,11.92,0,0,Site_D,Yes,0,92,316,4942,0,4942
EQ0822,Bulldozer,D8T,2018,CUST464,2025-01-28,2025-02-11,2025-02-11,Closed,95,26,1110.08,11.69,0,0,Site_C,Yes,0,99,321,7882,0,7882
EQ0823,Loader,950GC,2018,CUST059,2025-04-12,2025-04-16,2025-04-14,Closed,28,12,336.71,12.03,120,79,Site_D,Yes,0,87,325,1836,0,1836
EQ0824,Crane,350C,2023,CUST206,2025-03-19,2025-03-23,2025-03-24,Overdue,35,9,450.98,12.89,0,0,Site_C,Yes,0,89,341,2256,100,2356
EQ0825,Bulldozer,D6R2,2022,CUST089,2025-04-10,2025-04-17,2025-04-17,Closed,50,5,631.57,12.63,0,0,Site_C,Yes,0,88,335,2702,0,2702
EQ0826,DumpTruck,773G,2023,CUST190,2025-02-06,2025-02-10,2025-02-10,Closed,40,6,490.34,12.26,85,54,Site_E,Yes,2,99,331,2344,0,2344
EQ0827,Loader,950GC,2019,CUST052,2025-04-16,2025-04-20,2025-04-20,Closed,10,16,115.08,11.51,35,17,Site_F,No,2,90,302,2300,0,2300
EQ0828,DumpTruck,773G,2018,CUST004,2025-03-24,2025-04-07,2025-04-07,Closed,114,29,1483.58,13.01,435,152,Site_B,Yes,0,94,353,7378,0,7378
EQ0829,DumpTruck,777G,2019,CUST106,2025-04-26,2025-05-10,2025-05-10,Closed,94,30,1142.62,12.16,220,167,Site_B,No,0,99,352,5754,0,5754
EQ0830,Bulldozer,D8T,2023,CUST020,2025-01-28,2025-02-04,2025-02-04,Closed,68,0,807.92,11.88,0,0,Site_E,Yes,0,100,311,3570,0,3570
EQ0831,Crane,330C,2021,CUST003,2025-02-17,2025-02-21,2025-02-21,Closed,24,12,319.18,13.3,0,0,Site_E,Yes,1,91,315,1940,0,1940
EQ0832,Excavator,323D3,2020,CUST442,2025-01-02,2025-01-13,2025-01-13,Closed,89,21,1194.67,13.42,0,0,Site_E,Yes,0,99,326,4620,0,4620
EQ0833,Excavator,320D2,2018,CUST408,2025-04-28,2025-05-12,2025-05-12,Closed,99,33,1297.66,13.11,0,0,Site_B,No,0,100,322,5460,0,5460
EQ0834,Excavator,320D2,2023,CUST187,2025-01-01,2025-01-14,2025-01-14,Closed,79,25,924.69,11.7,0,0,Site_C,Yes,0,98,332,5655,0,5655
EQ0835,Loader,966GC,2018,CUST054,2025-02-11,2025-02-15,2025-02-15,Closed,17,13,218.35,12.84,69,29,Site_F,Yes,0,90,320,2204,0,2204
EQ0836,Excavator,336D2,2022,CUST060,2025-02-17,2025-02-27,2025-02-27,Closed,59,22,745.24,12.63,0,0,Site_A,Yes,0,99,341,4570,0,4570
EQ0837,Bulldozer,D8T,2023,CUST460,2025-04-02,2025-04-12,2025-04-12,Closed,80,21,1062.18,13.28,0,0,Site_C,Yes,0,88,341,4080,0,4080
EQ0838,Excavator,320D2,2023,CUST212,2025-04-28,2025-05-09,2025-05-09,Closed,79,15,958.2,12.13,0,0,Site_B,No,0,92,309,5170,0,5170
EQ0839,Loader,966GC,2018,CUST456,2025-01-06,2025-01-16,2025-01-16,Closed,63,18,778.21,12.35,209,147,Site_D,Yes,0,91,358,3950,0,3950
EQ0840,DumpTruck,775G,2019,CUST235,2025-01-11,2025-01-25,2025-01-27,Overdue,83,24,1024.47,12.34,189,103,Site_F,Yes,0,96,334,5614,200,5814
EQ0841,Crane,320C,2018,CUST355,2025-04-28,2025-05-04,2025-05-03,Closed,34,13,436.7,12.84,0,0,Site_E,Yes,0,93,317,2268,0,2268
EQ0842,DumpTruck,775G,2021,CUST088,2025-03-28,2025-04-03,2025-04-04,Overdue,39,17,502.93,12.9,109,116,Site_C,Yes,0,94,320,3312,100,3412
EQ0843,Loader,950GC,2022,CUST497,2025-01-07,2025-01-20,2025-01-20,Closed,69,36,923.91,13.39,277,77,Site_E,Yes,0,87,352,7397,0,7397
EQ0844,Loader,966GC,2019,CUST303,2025-01-17,2025-01-21,2025-01-21,Closed,50,1,610.68,12.21,124,100,Site_D,No,1,93,301,2144,0,2144
EQ0845,DumpTruck,777G,2019,CUST127,2025-01-12,2025-01-19,2025-01-19,Closed,56,16,752.4,13.44,261,123,Site_C,No,0,92,319,4081,0,4081
EQ0846,Loader,950GC,2021,CUST023,2025-03-30,2025-04-04,2025-04-04,Closed,56,6,706.41,12.61,236,87,Site_A,No,0,86,354,2425,0,2425
EQ0847,DumpTruck,775G,2023,CUST421,2025-01-08,2025-01-11,2025-01-11,Closed,11,7,136.24,12.39,40,29,Site_A,No,0,100,330,1113,0,1113
EQ0848,Loader,950GC,2023,CUST375,2025-04-16,2025-04-19,2025-04-19,Closed,24,12,322.09,13.42,95,49,Site_D,Yes,0,89,345,1275,0,1275
EQ0849,Bulldozer,D8T,2018,CUST009,2025-02-07,2025-02-14,2025-02-14,Closed,41,17,488.33,11.91,0,0,Site_D,No,0,90,358,3983,0,3983
EQ0850,Loader,980M,2022,CUST013,2025-03-20,2025-03-31,2025-03-31,Closed,79,23,1024.67,12.97,346,121,Site_D,No,1,89,351,4367,0,4367
EQ0851,Crane,350C,2021,CUST361,2025-04-26,2025-05-01,2025-05-01,Closed,26,10,336.97,12.96,0,0,Site_F,Yes,0,87,349,2890,0,2890
EQ0852,Crane,350C,2018,CUST152,2025-03-30,2025-04-11,2025-04-11,Closed,75,28,936.12,12.48,0,0,Site_D,No,0,91,310,6096,0,6096
EQ0853,Crane,350C,2018,CUST264,2025-03-11,2025-03-24,2025-03-24,Closed,95,25,1258.59,13.25,0,0,Site_F,No,0,86,314,5824,0,5824
EQ0854,Crane,330C,2022,CUST021,2025-01-22,2025-02-01,2025-02-01,Closed,70,17,880.49,12.58,0,0,Site_C,No,2,90,308,4930,0,4930
EQ0855,Bulldozer,D6R2,2020,CUST123,2025-04-14,2025-04-17,2025-04-17,Closed,33,6,445.29,13.49,0,0,Site_E,Yes,0,100,326,1626,0,1626
EQ0856,Bulldozer,D7R2,2020,CUST460,2025-03-03,2025-03-12,2025-03-11,Closed,67,11,824.87,12.31,0,0,Site_C,No,0,93,306,3294,0,3294
EQ0857,Crane,330C,2021,CUST249,2025-02-03,2025-02-06,2025-02-06,Closed,24,6,288.87,12.04,0,0,Site_E,Yes,1,100,368,1569,0,1569
EQ0858,Loader,966GC,2021,CUST318,2025-01-18,2025-02-01,2025-02-01,Closed,89,31,1103.44,12.4,390,186,Site_C,Yes,0,91,358,5208,0,5208
EQ0859,Excavator,336D2,2019,CUST148,2025-04-10,2025-04-17,2025-04-17,Closed,65,15,842.08,12.96,0,0,Site_A,Yes,0,90,335,2646,0,2646
EQ0860,Bulldozer,D7R2,2019,CUST448,2025-02-22,2025-02-27,2025-02-27,Closed,34,1,447.9,13.17,0,0,Site_B,Yes,0,94,353,2990,0,2990
EQ0861,Loader,950GC,2021,CUST178,2025-04-23,2025-05-07,2025-05-07,Closed,87,31,1068.13,12.28,289,242,Site_D,No,0,85,337,5572,0,5572
EQ0862,Excavator,320D2,2019,CUST428,2025-01-07,2025-01-19,2025-01-20,Overdue,81,23,945.23,11.67,0,0,Site_E,No,1,98,343,6204,100,6304
EQ0863,Crane,330C,2022,CUST341,2025-04-10,2025-04-24,2025-04-23,Closed,102,32,1183.68,11.6,0,0,Site_F,No,0,99,338,6930,0,6930
EQ0864,Bulldozer,D7R2,2019,CUST405,2025-01-12,2025-01-16,2025-01-17,Overdue,12,8,158.29,13.19,0,0,Site_C,Yes,0,100,347,2392,100,2492
EQ0865,Crane,320C,2019,CUST181,2025-01-15,2025-01-26,2025-01-26,Closed,70,18,915.96,13.09,0,0,Site_C,No,0,90,320,5852,0,5852
EQ0866,Loader,966GC,2019,CUST499,2025-03-18,2025-03-25,2025-03-23,Closed,59,11,743.95,12.61,277,168,Site_B,Yes,0,90,330,2653,0,2653
EQ0867,Excavator,336D2,2022,CUST065,2025-03-12,2025-03-23,2025-03-23,Closed,84,23,1043.27,12.42,0,0,Site_D,No,0,96,323,4422,0,4422
EQ0868,Loader,980M,2018,CUST341,2025-02-27,2025-03-07,2025-03-08,Overdue,47,15,593.06,12.62,164,60,Site_C,No,0,89,347,3712,100,3812
EQ0869,Loader,950GC,2022,CUST155,2025-04-07,2025-04-10,2025-04-10,Closed,20,6,260.44,13.02,82,34,Site_A,Yes,0,97,363,1638,0,1638
EQ0870,Bulldozer,D7R2,2020,CUST080,2025-04-03,2025-04-09,2025-04-07,Closed,34,6,403.5,11.87,0,0,Site_A,No,0,94,360,3474,0,3474
EQ0871,Crane,350C,2023,CUST076,2025-01-05,2025-01-11,2025-01-11,Closed,47,21,576.83,12.27,0,0,Site_E,No,0,95,314,3222,0,3222
EQ0872,DumpTruck,773G,2019,CUST348,2025-02-24,2025-03-05,2025-03-05,Closed,65,15,867.1,13.34,182,113,Site_E,Yes,0,94,303,4068,0,4068
EQ0873,Loader,950GC,2021,CUST183,2025-03-30,2025-04-04,2025-04-03,Closed,31,11,397.99,12.84,100,60,Site_A,No,0,86,324,2495,0,2495
EQ0874,Loader,950GC,2020,CUST101,2025-03-31,2025-04-13,2025-04-13,Closed,96,21,1222.32,12.73,331,170,Site_A,Yes,1,99,311,7787,0,7787
EQ0875,Loader,966GC,2019,CUST252,2025-01-12,2025-01-26,2025-01-27,Overdue,96,32,1209.73,12.6,464,136,Site_C,Yes,0,96,350,5418,100,5518
EQ0876,DumpTruck,775G,2021,CUST191,2025-04-08,2025-04-20,2025-04-20,Closed,77,26,898.86,11.67,293,85,Site_A,No,0,96,344,5136,0,5136
EQ0877,DumpTruck,777G,2018,CUST111,2025-02-19,2025-02-27,2025-02-27,Closed,40,25,476.07,11.9,116,81,Site_F,No,0,98,356,3384,0,3384
EQ0878,Bulldozer,D8T,2021,CUST374,2025-04-09,2025-04-21,2025-04-22,Overdue,81,21,1051.91,12.99,0,0,Site_D,Yes,0,87,318,4836,100,4936
EQ0879,Crane,330C,2022,CUST172,2025-02-05,2025-02-11,2025-02-11,Closed,41,8,521.49,12.72,0,0,Site_A,No,0,87,300,2724,0,2724
EQ0880,Crane,330C,2019,CUST285,2025-01-10,2025-01-24,2025-01-24,Closed,103,21,1328.17,12.89,0,0,Site_D,Yes,0,91,323,7882,0,7882
EQ0881,DumpTruck,775G,2022,CUST252,2025-03-16,2025-03-22,2025-03-22,Closed,28,10,346.53,12.38,90,52,Site_A,No,0,94,363,2958,0,2958
EQ0882,DumpTruck,773G,2018,CUST406,2025-02-12,2025-02-24,2025-02-24,Closed,85,22,1072.65,12.62,261,222,Site_A,Yes,0,93,338,7128,0,7128
EQ0883,DumpTruck,773G,2023,CUST341,2025-03-02,2025-03-11,2025-03-11,Closed,75,15,904.37,12.06,295,205,Site_C,No,0,90,362,5238,0,5238
EQ0884,Bulldozer,D6R2,2018,CUST392,2025-03-01,2025-03-10,2025-03-12,Overdue,49,21,617.92,12.61,0,0,Site_C,No,0,87,346,4482,200,4682
EQ0885,DumpTruck,777G,2021,CUST445,2025-04-20,2025-04-23,2025-04-23,Closed,16,9,206.21,12.89,32,27,Site_C,No,0,88,347,1443,0,1443
EQ0886,Loader,950GC,2020,CUST084,2025-02-12,2025-02-17,2025-02-17,Closed,28,13,359.91,12.85,123,59,Site_E,Yes,0,89,340,2340,0,2340
EQ0887,Bulldozer,D7R2,2019,CUST028,2025-04-25,2025-04-28,2025-04-28,Closed,14,10,176.99,12.64,0,0,Site_C,No,0,98,345,1086,0,1086
EQ0888,Crane,330C,2022,CUST328,2025-02-21,2025-03-06,2025-03-06,Closed,104,25,1389.42,13.36,0,0,Site_A,Yes,0,90,312,6539,0,6539
EQ0889,Bulldozer,D8T,2020,CUST447,2025-04-10,2025-04-24,2025-04-23,Closed,95,26,1227.19,12.92,0,0,Site_C,No,1,93,346,5236,0,5236
EQ0890,Loader,980M,2020,CUST422,2025-02-12,2025-02-21,2025-02-21,Closed,61,13,729.65,11.96,175,155,Site_B,Yes,0,89,366,3798,0,3798
EQ0891,Crane,330C,2021,CUST175,2025-03-24,2025-04-01,2025-04-01,Closed,47,16,572.21,12.17,0,0,Site_B,Yes,0,91,319,3824,0,3824
EQ0892,Bulldozer,D6R2,2022,CUST315,2025-02-02,2025-02-06,2025-02-07,Overdue,12,6,160.4,13.37,0,0,Site_F,Yes,0,98,358,2336,100,2436
EQ0893,Excavator,320D2,2019,CUST473,2025-01-04,2025-01-11,2025-01-11,Closed,59,15,734.8,12.45,0,0,Site_A,No,2,96,339,3682,0,3682
EQ0894,Crane,320C,2021,CUST456,2025-03-26,2025-04-06,2025-04-06,Closed,81,13,980.8,12.11,0,0,Site_E,No,0,90,338,3927,0,3927
EQ0895,Excavator,320D2,2019,CUST439,2025-01-23,2025-02-06,2025-02-06,Closed,100,33,1349.84,13.5,0,0,Site_F,Yes,0,92,339,5348,0,5348
EQ0896,Bulldozer,D6R2,2018,CUST218,2025-02-18,2025-02-21,2025-02-21,Closed,15,1,196.29,13.09,0,0,Site_F,Yes,1,87,302,1644,0,1644
EQ0897,DumpTruck,775G,2018,CUST101,2025-01-14,2025-01-20,2025-01-20,Closed,38,15,445.58,11.73,175,86,Site_A,Yes,0,86,360,2280,0,2280
EQ0898,Crane,320C,2018,CUST155,2025-03-21,2025-03-26,2025-03-26,Closed,31,18,417.84,13.48,0,0,Site_F,Yes,0,88,315,2925,0,2925
EQ0899,Loader,950GC,2022,CUST462,2025-03-23,2025-03-26,2025-03-26,Closed,10,6,129.58,12.96,46,28,Site_B,Yes,1,96,303,1119,0,1119
EQ0900,Bulldozer,D8T,2020,CUST486,2025-02-17,2025-02-20,2025-02-20,Closed,15,10,184.45,12.3,0,0,Site_E,No,0,96,320,1704,0,1704
EQ0901,Loader,980M,2022,CUST124,2025-03-21,2025-03-24,2025-03-24,Closed,39,11,476.99,12.23,140,100,Site_E,Yes,1,88,301,1455,0,1455
EQ0902,Bulldozer,D8T,2019,CUST494,2025-03-14,2025-03-26,2025-03-27,Overdue,71,25,830.67,11.7,0,0,Site_C,Yes,0,85,312,7032,100,7132
EQ0903,Bulldozer,D8T,2023,CUST244,2025-03-16,2025-03-22,2025-03-23,Overdue,35,12,439.98,12.57,0,0,Site_C,Yes,1,99,313,2376,100,2476
EQ0904,Crane,330C,2021,CUST110,2025-01-03,2025-01-14,2025-01-15,Overdue,84,26,1005.33,11.97,0,0,Site_E,Yes,0,98,314,5984,100,6084
EQ0905,Crane,320C,2021,CUST057,2025-02-01,2025-02-13,2025-02-13,Closed,80,29,971.71,12.15,0,0,Site_E,Yes,1,100,346,6360,0,6360
EQ0906,Crane,350C,2023,CUST021,2025-03-10,2025-03-14,2025-03-14,Closed,31,4,374.41,12.08,0,0,Site_A,No,0,100,314,1792,0,1792
EQ0907,Crane,330C,2022,CUST377,2025-03-23,2025-04-03,2025-04-03,Closed,77,30,936.47,12.16,0,0,Site_C,No,1,92,370,4994,0,4994
EQ0908,Crane,330C,2019,CUST439,2025-04-29,2025-05-05,2025-05-05,Closed,52,10,642.92,12.36,0,0,Site_A,No,0,96,322,2118,0,2118
EQ0909,DumpTruck,777G,2018,CUST203,2025-01-19,2025-01-24,2025-01-24,Closed,45,2,542.27,12.05,212,102,Site_D,Yes,0,88,318,2255,0,2255
EQ0910,DumpTruck,777G,2022,CUST053,2025-01-22,2025-02-02,2025-01-31,Closed,77,17,932.22,12.11,244,104,Site_F,Yes,0,87,346,6589,0,6589
EQ0911,Bulldozer,D7R2,2019,CUST305,2025-01-28,2025-02-02,2025-02-02,Closed,26,16,316.09,12.16,0,0,Site_D,Yes,0,92,354,2675,0,2675
EQ0912,DumpTruck,775G,2023,CUST393,2025-04-22,2025-04-26,2025-04-26,Closed,46,7,531.74,11.56,93,52,Site_E,No,0,97,345,1884,0,1884
EQ0913,Loader,966GC,2021,CUST262,2025-01-10,2025-01-23,2025-01-22,Closed,112,24,1402.39,12.52,384,299,Site_C,Yes,0,99,313,4953,0,4953
EQ0914,Crane,330C,2021,CUST119,2025-02-18,2025-02-26,2025-02-26,Closed,57,14,715.85,12.56,0,0,Site_F,Yes,0,85,312,4304,0,4304
EQ0915,Excavator,320D2,2021,CUST348,2025-01-19,2025-01-29,2025-01-29,Closed,56,23,649.86,11.6,0,0,Site_A,Yes,0,97,341,3890,0,3890
EQ0916,Crane,350C,2022,CUST050,2025-01-17,2025-01-22,2025-01-22,Closed,22,17,286.22,13.01,0,0,Site_A,No,0,99,325,2125,0,2125
EQ0917,DumpTruck,775G,2022,CUST134,2025-02-13,2025-02-23,2025-02-23,Closed,72,21,852.79,11.84,327,198,Site_E,No,0,85,304,4600,0,4600
EQ0918,Excavator,336D2,2021,CUST162,2025-03-14,2025-03-20,2025-03-20,Closed,51,18,619.2,12.14,0,0,Site_D,No,0,99,304,2148,0,2148
EQ0919,Bulldozer,D8T,2023,CUST441,2025-04-02,2025-04-14,2025-04-14,Closed,83,27,1007.17,12.13,0,0,Site_C,Yes,0,100,355,4608,0,4608
EQ0920,Crane,350C,2021,CUST250,2025-01-10,2025-01-18,2025-01-18,Closed,65,27,748.11,11.51,0,0,Site_A,No,0,100,360,3944,0,3944
EQ0921,Bulldozer,D8T,2018,CUST201,2025-02-02,2025-02-05,2025-02-07,Overdue,25,2,336.17,13.45,0,0,Site_C,No,0,97,345,1638,200,1838
EQ0922,Crane,330C,2018,CUST015,2025-03-22,2025-04-04,2025-04-04,Closed,97,15,1246.9,12.85,0,0,Site_E,Yes,0,89,346,5707,0,5707
EQ0923,Loader,950GC,2023,CUST175,2025-04-17,2025-04-20,2025-04-20,Closed,26,5,332.39,12.78,75,32,Site_D,Yes,1,98,344,1323,0,1323
EQ0924,DumpTruck,775G,2018,CUST339,2025-04-07,2025-04-16,2025-04-16,Closed,64,14,818.26,12.79,291,101,Site_B,Yes,0,92,339,4509,0,4509
EQ0925,Excavator,323D3,2018,CUST445,2025-03-03,2025-03-14,2025-03-14,Closed,80,17,1001.39,12.52,0,0,Site_C,Yes,0,95,321,3905,0,3905
EQ0926,Loader,966GC,2018,CUST236,2025-01-25,2025-02-05,2025-02-06,Overdue,70,13,870.9,12.44,173,74,Site_F,No,1,98,334,3905,100,4005
EQ0927,DumpTruck,777G,2018,CUST163,2025-01-15,2025-01-18,2025-01-18,Closed,38,10,506.28,13.32,115,85,Site_D,No,0,95,312,1668,0,1668
EQ0928,DumpTruck,773G,2023,CUST346,2025-01-27,2025-02-09,2025-02-10,Overdue,84,32,1029.3,12.25,302,84,Site_B,No,0,100,364,7241,100,7341
EQ0929,Crane,320C,2022,CUST154,2025-01-20,2025-01-27,2025-01-27,Closed,42,18,499.09,11.88,0,0,Site_C,No,0,91,363,3584,0,3584
EQ0930,Excavator,323D3,2019,CUST148,2025-03-26,2025-04-06,2025-04-05,Closed,84,17,1018.04,12.12,0,0,Site_C,Yes,1,94,351,6105,0,6105
EQ0931,Bulldozer,D8T,2023,CUST491,2025-01-13,2025-01-23,2025-01-23,Closed,71,18,904.1,12.73,0,0,Site_A,Yes,0,95,334,3670,0,3670
EQ0932,Loader,980M,2021,CUST219,2025-04-25,2025-05-06,2025-05-06,Closed,93,30,1152.41,12.39,419,142,Site_B,No,0,87,338,5269,0,5269
EQ0933,Crane,330C,2023,CUST277,2025-04-11,2025-04-17,2025-04-17,Closed,43,25,496.05,11.54,0,0,Site_C,Yes,1,98,351,2484,0,2484
EQ0934,Loader,980M,2021,CUST344,2025-03-30,2025-04-04,2025-04-04,Closed,45,9,564.95,12.55,215,88,Site_E,Yes,0,85,366,2850,0,2850
EQ0935,Bulldozer,D8T,2021,CUST110,2025-02-19,2025-02-22,2025-02-22,Closed,10,12,124.2,12.42,0,0,Site_F,No,0,93,368,1671,0,1671
EQ0936,Loader,966GC,2022,CUST373,2025-02-16,2025-03-02,2025-03-02,Closed,90,38,1095.81,12.18,284,133,Site_F,Yes,1,91,346,6552,0,6552
EQ0937,Bulldozer,D6R2,2019,CUST383,2025-03-28,2025-03-31,2025-03-31,Closed,27,3,313.65,11.62,0,0,Site_F,No,1,98,352,1293,0,1293
EQ0938,Excavator,323D3,2019,CUST434,2025-04-07,2025-04-10,2025-04-10,Closed,11,0,133.05,12.1,0,0,Site_D,No,0,94,320,1245,0,1245
EQ0939,Loader,950GC,2021,CUST123,2025-04-19,2025-04-29,2025-04-29,Closed,69,21,897.83,13.01,231,74,Site_A,Yes,0,91,303,4120,0,4120
EQ0940,Crane,330C,2021,CUST287,2025-04-11,2025-04-15,2025-04-15,Closed,26,0,333.53,12.83,0,0,Site_D,No,0,86,325,1560,0,1560
EQ0941,Crane,320C,2018,CUST133,2025-02-08,2025-02-22,2025-02-22,Closed,96,31,1140.73,11.88,0,0,Site_C,Yes,0,86,362,7700,0,7700
EQ0942,Excavator,320D2,2018,CUST161,2025-02-25,2025-03-11,2025-03-12,Overdue,99,25,1251.74,12.64,0,0,Site_E,No,1,87,352,8106,100,8206
EQ0943,Crane,350C,2023,CUST454,2025-03-02,2025-03-12,2025-03-12,Closed,67,24,835.09,12.46,0,0,Site_A,No,0,89,330,3780,0,3780
EQ0944,Loader,980M,2022,CUST478,2025-04-23,2025-05-04,2025-05-04,Closed,76,22,944.05,12.42,305,100,Site_A,No,0,100,311,4510,0,4510
EQ0945,Loader,950GC,2020,CUST169,2025-04-16,2025-04-29,2025-05-01,Overdue,105,31,1234.02,11.75,507,132,Site_E,No,0,92,354,5265,200,5465
EQ0946,Bulldozer,D6R2,2019,CUST110,2025-02-21,2025-02-25,2025-02-24,Closed,37,12,441.71,11.94,0,0,Site_C,No,0,98,332,2280,0,2280
EQ0947,Loader,950GC,2021,CUST274,2025-04-07,2025-04-13,2025-04-13,Closed,34,7,446.79,13.14,127,68,Site_C,Yes,0,95,369,2748,0,2748
EQ0948,DumpTruck,777G,2019,CUST494,2025-01-06,2025-01-12,2025-01-12,Closed,39,12,515.93,13.23,136,73,Site_C,Yes,0,96,360,3198,0,3198
EQ0949,Crane,330C,2018,CUST331,2025-02-22,2025-03-04,2025-03-04,Closed,61,24,811.91,13.31,0,0,Site_E,Yes,1,86,330,4140,0,4140
EQ0950,Loader,966GC,2020,CUST328,2025-02-20,2025-02-25,2025-02-26,Overdue,27,8,362.44,13.42,106,51,Site_F,No,0,88,368,2855,100,2955
EQ0951,Bulldozer,D7R2,2021,CUST005,2025-01-29,2025-02-01,2025-01-30,Closed,16,2,199.54,12.47,0,0,Site_D,No,0,94,311,1767,0,1767
